gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os04g0644200	-	4	32777808	32779467	-	1660	protein_coding	Similar to H0306F03.14 protein	-
Os06g0678100	-	6	28189634	28190855	+	1081	protein_coding	Conserved hypothetical protein	-
Os11g0141100	-	11	1901250	1902469	-	1220	protein_coding	Hypothetical conserved gene	Sulfotransfer_1
Os04g0681600	-	4	34791847	34800725	-	2433	protein_coding	Protein of unknown function DUF580 family protein	-
Os01g0355800	-	1	14326183	14327100	+	918	protein_coding	Similar to Esterase PIR7A	-
Os05g0104700	POLYGALACTURONASE-INHIBITING PROTEIN 4	5	256779	258418	+	1640	protein_coding	Leucine-rich repeat (LRR) protein, Inhibitor of fungal polygalacturonase, Defence respons	LRRNT_2
Os02g0668000	-	2	27118006	27122427	+	3567	protein_coding	Membrane protein, At2g17000, predicted domain containing protein	-
Os03g0415700	-	3	17248806	17249567	+	762	protein_coding	Mitochondrial inner membrane translocase subunit Tim17/Tim22/Tim23/peroxisomal protein PMP24 domain containing protein	-
Os09g0489500	b-ZIP TRANSCRIPTION FACTOR 74	9	18868479	18877573	-	2402	protein_coding	bZIP transcription factor, Tapetum developmen	bZIP_1
Os12g0609025	-	12	25722806	25723804	+	999	protein_coding	Conserved hypothetical protein	Pkinase
Os08g0504800	-	8	24965854	24967348	+	1495	protein_coding	Similar to protein kinase	Pkinase
Os08g0376100	-	8	17639419	17640296	-	878	protein_coding	Conserved hypothetical protein	-
Os06g0169900	-	6	3507359	3509141	+	895	protein_coding	Similar to GOS9 protein	-
Os06g0212600	-	6	5734479	5736153	-	1675	protein_coding	Xyloglucan fucosyltransferase family protein	-
Os12g0624100	-	12	26663164	26664821	-	1494	protein_coding	Similar to Small heat shock-like protein	-
Os06g0655200	-	6	26859075	26859735	-	661	protein_coding	Pollen allergen Lol p2 family protein	-
Os01g0164300	-	1	3320451	3321035	-	585	protein_coding	Pollen Ole e 1 allergen/extensin domain containing protein	-
Os01g0249800	-	1	8233016	8233871	+	600	protein_coding	Heavy metal-associated domain, HMA domain containing protein	-
Os04g0110100	-	4	593362	594453	-	1092	protein_coding	Concanavalin A-like lectin/glucanase domain containing protein	-
Os11g0120725	-	11	912470	914006	+	547	protein_coding	Similar to ATPase-like protein	HIT
Os01g0155300	-	1	2966314	2967346	+	1033	protein_coding	Similar to dirigent-like protein	-
Os09g0543900	PUTRESCINE HYDROXYCINNAMOYL TRANSFERASE 3	9	21450584	21452639	+	2056	protein_coding	Transferase family protein	-
Os12g0135200	F-box protein 641	12	1732197	1733659	+	1463	protein_coding	Kelch-type beta propeller domain containing protein	Kelch_1
Os10g0535900	EXPA30	10	20846252	20847616	+	941	protein_coding	Similar to ATEXPA7 (ARABIDOPSIS THALIANA EXPANSIN A7)	-
Os07g0299800	-	7	11788919	11792494	-	2401	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os03g0556600	-	3	19726886	19731136	+	2794	protein_coding	Serine/threonine protein kinase-related domain containing protein	Pkinase_Tyr
Os03g0613100	-	3	23158022	23159127	-	1040	protein_coding	Conserved hypothetical protein	-
Os08g0157700	-	8	3377469	3378332	+	864	protein_coding	Similar to NGA1 (NGATHA1); transcription factor	B3
Os05g0469600	PYRUVATE DECARBOXYLASE 1	5	23058815	23061529	+	2205	protein_coding	Similar to Pyruvate decarboxylase (Fragment)	TPP_enzyme_N
Os02g0528100	-	2	19352578	19354894	-	2082	protein_coding	Protein of unknown function DUF662 family protein	-
Os10g0318700	-	10	8559025	8566013	-	219	protein_coding	Hypothetical genes	-
Os03g0667500	ZINC TRANSPORTER 10	3	26286254	26292018	-	1405	protein_coding	Similar to Metal transport protein	-
Os03g0704400	-	3	28314296	28319907	+	2912	protein_coding	Serine/threonine protein kinase domain containing protein	Pkinase
Os06g0199000	-	6	5023093	5024199	+	1107	protein_coding	Similar to Glycine-rich cell wall structural protein 2 precursor	-
ENSRNA049466069	snoZ168	10	12799523	12799603	+	81	snoRNA	Small nucleolar RNA Z168/Z174	-
Os11g0155425	-	11	2596655	2602434	-	1687	protein_coding	Hypothetical protein	-
Os12g0109750	-	12	524533	525909	+	1377	protein_coding	Hypothetical gene	-
Os04g0463000	-	4	23120224	23122721	-	2414	protein_coding	Serine/threonine protein kinase domain containing protein	Pkinase
Os03g0711650	-	3	28744729	28746317	-	1371	protein_coding	Similar to AT hook motif family protein, expressed	-
Os09g0345400	-	9	10797525	10798373	+	678	protein_coding	Conserved hypothetical protein	-
Os01g0679500	-	1	27956735	27959135	+	2401	protein_coding	Peptidase aspartic, catalytic domain containing protein	-
Os11g0643400	SERINE CARBOXYPEPTIDASE 64	11	25509587	25515285	+	1512	protein_coding	Similar to Serine carboxypeptidase family protein	Peptidase_S10
Os07g0214600	rice allergen 5B, endosperm-specific gene 99	7	6276107	6276753	-	647	protein_coding	Similar to Seed allergenic protein RA17 precursor	-
Os10g0205700	-	10	7529345	7530484	-	1030	protein_coding	Pollen Ole e 1 allergen/extensin domain containing protein	-
Os09g0552900	NAC DOMAIN-CONTAINING PROTEIN 110	9	21907615	21908009	+	290	protein_coding	Similar to NAC domain protein, IPR003441	-
Os07g0216700	-	7	6432377	6433104	-	728	protein_coding	Bifunctional trypsin/alpha-amylase inhibitor domain containing protein	-
Os10g0163040	-	10	4262515	4266433	+	3838	protein_coding	Similar to Blast resistance protein	NB-ARC
Os06g0160600	-	6	3074387	3077781	-	1366	protein_coding	Hypothetical conserved gene	-
Os08g0359050	-	8	16512584	16513189	+	606	protein_coding	Hypothetical protein	-
Os11g0155500	cationic amino acid transporter 8	11	2598116	2602703	+	1760	protein_coding	Similar to Amino acid permease family protein, expressed	-
Os02g0251900	VQ motif-containing protein 7	2	8541338	8542125	-	788	protein_coding	Similar to Tobacco rattle virus-induced protein variant 2	-
Os09g0432700	-	9	15888596	15890109	-	1514	protein_coding	Hypothetical protein	-
Os12g0269200	Prol-25, Prol-28, Prol-29, Prol-30, pro13a.4	12	9688988	9689683	+	696	protein_coding	Similar to Prolamin precursor	-
Os08g0136500	-	8	2059654	2061243	-	1199	protein_coding	Protein of unknown function DUF26 domain containing protein	-
Os07g0409400	-	7	12772243	12774286	-	2044	protein_coding	Mitochodrial transcription termination factor-related family protein	-
Os05g0417700	-	5	20457219	20457822	+	604	protein_coding	Hypothetical conserved gene	-
Os04g0536500	NAC DOMAIN-CONTAINING PROTEIN 82	4	26804277	26806613	-	1418	protein_coding	Similar to H0502G05.5 protein	NAM
Os08g0163100	-	8	3722366	3726241	-	1744	protein_coding	Nuf2 family protein	-
Os01g0546000	LysM receptor-like kinase 3, LysM-type receptor-like kinase1	1	20284942	20287666	+	1643	protein_coding	Similar to predicted protein	Pkinase_Tyr
Os03g0441400	-	3	18676911	18682844	-	3912	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os07g0214300	rice allergen 14B, endosperm-specific gene 98	7	6258917	6259662	-	746	protein_coding	Seed allergenic protein RAG2 precursor	-
Os11g0108650	LACCASE 20	11	392252	394404	+	606	protein_coding	Similar to Laccase-23	-
Os07g0153000	TIFY GENE 5	7	2801920	2803989	-	459	protein_coding	Tify domain containing protein	Zim
Os06g0562200	PYRABACTIN RESISTANCE 1 LIKE/REGULATORY COMPONENTS OF ABA RECEPTOR 9, pyrabactin resistance-like 9	6	21556404	21557283	+	880	protein_coding	Bet v I allergen family protein	-
Os06g0141100	-	6	2155077	2156716	-	1563	protein_coding	Monosaccharide transporter	Sugar_tr
Os07g0658700	-	7	27752803	27757305	-	3125	protein_coding	Phosphatidylinositol-4-phosphate 5-kinase family protein	PIP5K
Os12g0637000	PURPLE ACID PHOSPHATASE 10B	12	27301298	27302686	-	1389	protein_coding	Purple acid phosphatase precursor (EC 3.1.3.2)	Metallophos
Os01g0661650	-	1	27017521	27018815	-	1289	protein_coding	Hypothetical conserved gene	-
Os06g0158800	OsSTA168	6	2999148	3000424	+	1277	protein_coding	Protein of unknown function DUF1191 family protein	-
Os10g0106600	-	10	468553	469935	+	1383	protein_coding	Similar to Transferase family protein	-
Os07g0638500	-	7	26554538	26555577	+	1040	protein_coding	Similar to Dirigent-like protein (Fragment)	-
Os01g0740350	-	1	30918126	30921252	-	1460	protein_coding	Hypothetical gene	-
Os01g0783700	-	1	33207714	33208262	-	549	protein_coding	Similar to EF-hand Ca2+-binding protein CCD1	-
Os09g0539901	-	9	21260360	21261082	-	585	protein_coding	Hypothetical gene	-
Os10g0397500	-	10	13375379	13376168	+	616	protein_coding	Conserved hypothetical protein	-
